,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountLineComment,CountDeclMethodProtected,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,MaxNesting_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,effort
1279,1.0,1.0,5.0,0.0,58.0,21.0,0.2,0.0,86.0,3.0,0.0,15.0,2.0,3.39285714285714,0.0,5.96428571428571,0.0,1.0,0.46875,0.0,0.5,0.0,3.0,2.0,5.0,0.01927233402808326
1294,0.0,1.0,1.0,13.0,78.0,0.0,0.3,7.0,75.0,1.0,15.0,12.0,1.0,7.0,1.0,5.5,2.0,1.0,0.833333333333333,0.0,0.1,0.0,3.0,3.0,2.0,0.009110392185106342
1302,0.0,1.0,5.0,1.0,49.0,1.0,0.19,0.0,60.0,2.0,1.0,18.0,2.0,2.9375,0.0,8.3125,4.0,1.0,0.782608695652174,0.0,1.0,0.0,3.0,4.0,2.0,0.0012532171148009752
1318,1.0,1.0,8.0,2.0,62.0,0.0,0.22,2.0,80.0,1.0,1.0,22.0,1.0,4.21428571428571,15.0,8.71428571428571,1.0,1.0,0.75,0.0,0.75,0.0,4.0,1.0,5.0,0.008993636499499136
1319,4.0,1.0,7.0,2.0,70.0,4.0,0.24,1.0,78.0,1.0,1.0,23.0,2.0,4.4,1.0,6.3,1.0,1.0,1.11538461538462,0.0,0.4,0.0,2.0,0.0,2.0,0.0008546050572304509
1329,0.0,1.0,9.0,0.0,24.0,0.0,0.14,0.0,71.0,3.0,0.0,16.0,2.0,3.72727272727273,1.0,6.72727272727273,4.0,1.0,4.7,0.0,0.2,0.0,1.0,5.0,5.0,0.0019890964033908443
1340,0.0,1.0,11.0,5.0,87.0,0.0,0.35,3.0,70.0,1.0,0.0,35.0,1.0,4.54545454545455,0.0,11.2727272727273,1.0,1.0,0.692307692307692,0.0,0.0,0.0,1.0,6.0,4.0,3.9523962051757344e-05
1345,6.0,1.0,0.0,0.0,91.0,0.0,0.23,0.0,95.0,1.0,0.0,72.0,4.0,1.01724137931034,0.0,1.96551724137931,0.0,1.0,0.229508196721311,0.0,0.1,0.0,2.0,6.0,0.0,0.0007980731446326494
1351,5.0,1.0,6.0,7.0,362.0,0.0,0.43,0.0,80.0,3.0,0.0,62.0,2.0,6.21739130434783,0.0,10.4347826086957,1.0,1.0,0.818181818181818,0.0,0.357142857142857,0.0,4.0,0.0,4.0,0.0001729843963712563
1353,2.0,1.0,1.0,2.0,183.0,0.0,0.29,0.0,93.0,1.0,0.0,25.0,2.0,1.140625,0.0,4.265625,0.0,1.0,0.5,0.0,0.272727272727273,0.0,3.0,1.0,9.0,0.000420318972004452
1357,3.0,2.0,6.0,1.0,123.0,0.0,0.11,1.0,67.0,3.0,0.0,46.0,2.0,5.12280701754386,0.0,10.5087719298246,1.0,1.0,0.641975308641975,0.0,0.388888888888889,0.0,3.0,1.0,6.0,0.0004546601132839889
1360,1.0,3.0,1.0,31.0,306.0,0.0,0.51,13.0,42.0,1.0,0.0,30.0,2.0,3.33333333333333,0.0,24.5555555555556,1.0,1.0,1.66666666666667,0.0,0.5,0.0,2.0,1.0,7.0,0.00012735722395318394
1365,12.0,1.0,2.0,4.0,105.0,0.0,0.37,1.0,35.0,1.0,0.0,27.0,2.0,38.2,12.0,6.47619047619048,0.0,1.0,0.481481481481481,0.0,0.583333333333333,0.0,2.0,5.0,5.0,0.049116674521222925
1369,0.0,1.0,4.0,15.0,406.0,0.0,3.69,0.0,75.0,1.0,0.0,12.0,1.0,2.18181818181818,0.0,0.8,0.0,1.0,0.538461538461538,0.0,0.6,0.0,1.0,3.0,5.0,4.305368640700191e-05
1370,0.0,1.0,1.0,1.0,31.0,0.0,0.19,1.0,71.0,1.0,0.0,5.0,1.0,3.5,1.0,10.625,1.0,1.0,0.8,0.0,0.333333333333333,0.0,1.0,3.0,4.0,0.029788718147704007
1384,33.0,1.0,15.0,0.0,170.0,18.0,0.15,0.0,100.0,3.0,8.0,34.0,2.0,3.32692307692308,0.0,4.02884615384615,0.0,0.0,0.454545454545455,0.0,1.0,0.0,3.0,0.0,8.0,0.00030207435753659695
1397,6.0,1.0,3.0,2.0,54.0,0.0,0.34,0.0,44.0,1.0,0.0,10.0,2.0,1.78571428571429,0.0,4.4,0.0,1.0,0.238095238095238,0.0,0.5,0.0,3.0,3.0,4.0,0.002786390698598318
1414,11.0,1.0,8.0,2.0,67.0,0.0,0.26,0.0,87.0,2.0,0.0,20.0,2.0,3.45454545454545,0.0,4.45454545454545,1.0,1.0,0.384615384615385,0.0,1.1,0.0,4.0,5.0,2.0,2.0635060711815534e-05
1421,2.0,1.0,12.0,3.0,478.0,2.0,0.15,3.0,91.0,3.0,1.0,88.0,2.0,4.48148148148148,0.0,13.212962962963,1.0,1.0,2.8,0.0,0.277777777777778,0.0,4.0,1.0,17.0,0.00010310690262427258
1426,3.0,1.0,8.0,1.0,53.0,0.0,0.22,1.0,84.0,3.0,0.0,18.0,2.0,4.14285714285714,0.0,4.0,2.0,1.0,0.9,0.0,0.5,0.0,2.0,4.0,4.0,0.0006600319060752202
1428,0.0,1.0,0.0,8.0,156.0,2.0,0.29,7.0,70.0,3.0,16.0,15.0,1.0,4.625,0.0,14.8125,2.0,1.0,0.666666666666667,0.0,0.6,0.0,3.0,0.0,2.0,0.004410991032627765
1433,1.0,1.0,7.0,3.0,170.0,0.0,0.23,2.0,87.0,2.0,0.0,25.0,2.0,3.19047619047619,0.0,8.21428571428571,1.0,1.0,0.739130434782609,0.0,0.571428571428571,0.0,6.0,1.0,6.0,0.00017418073391739508
1449,0.0,4.0,6.0,3.0,82.0,0.0,0.38,2.0,63.0,1.0,0.0,26.0,1.0,4.6875,0.0,10.4375,2.0,1.0,0.722222222222222,0.0,0.333333333333333,0.0,2.0,5.0,3.0,0.0003876155247238833
1455,2.0,1.0,7.0,4.0,103.0,0.0,0.25,3.0,83.0,3.0,0.0,22.0,2.0,5.41176470588235,2.0,9.58823529411765,2.0,1.0,1.65,0.0,0.25,0.0,4.0,1.0,7.0,0.00024607887594652045
1462,2.0,2.0,8.0,4.0,203.0,1.0,0.25,4.0,78.0,3.0,1.0,46.0,2.0,4.375,0.0,11.35,1.0,1.0,1.10416666666667,0.0,0.526315789473684,0.0,6.0,9.0,0.0,0.0003413499923092811
1464,1.0,1.0,7.0,5.0,154.0,0.0,0.2,3.0,80.0,2.0,0.0,32.0,1.0,7.34782608695652,0.0,14.9565217391304,1.0,1.0,1.52,0.0,0.333333333333333,0.0,7.0,1.0,4.0,0.00026894462754167847
1474,0.0,1.0,8.0,3.0,143.0,0.0,0.19,1.0,75.0,2.0,0.0,31.0,2.0,3.1,0.0,11.9333333333333,0.0,1.0,1.20588235294118,0.0,0.333333333333333,0.0,5.0,1.0,10.0,0.000455732584943358
1477,0.0,1.0,19.0,1.0,155.0,4.0,0.13,1.0,100.0,2.0,1.0,34.0,2.0,7.11842105263158,0.0,8.28947368421053,0.0,0.0,1.0,0.0,0.263157894736842,0.0,3.0,1.0,7.0,0.0005029411923923588
1485,0.0,1.0,3.0,4.0,195.0,2.0,0.28,1.0,75.0,3.0,1.0,49.0,2.0,4.44117647058824,0.0,11.4411764705882,0.0,1.0,3.6,0.0,0.333333333333333,0.0,3.0,1.0,8.0,0.0003688479878382056
1526,0.0,1.0,15.0,0.0,115.0,0.0,0.07,1.0,67.0,2.0,0.0,49.0,2.0,4.976,0.0,6.192,1.0,1.0,0.476923076923077,5.0,0.421052631578947,0.0,4.0,2.0,8.0,0.0014843997847873158
1527,0.0,1.0,8.0,2.0,55.0,0.0,0.16,2.0,71.0,1.0,0.0,18.0,2.0,4.3125,1.0,6.625,1.0,1.0,6.1,0.0,0.5,0.0,3.0,3.0,3.0,0.0018425148216189013
1535,0.0,1.0,2.0,2.0,66.0,0.0,0.29,1.0,75.0,2.0,0.0,23.0,2.0,3.9375,0.0,25.9,1.0,1.0,0.578947368421053,0.0,0.571428571428571,0.0,3.0,3.0,1.0,0.016318273531557348
1544,0.0,1.0,8.0,1.0,55.0,0.0,0.18,0.0,87.0,4.0,0.0,10.0,7.0,4.15,0.0,5.3,1.0,1.0,1.26923076923077,0.0,0.333333333333333,0.0,3.0,3.0,2.0,0.0018823580221858371
1560,0.0,1.0,3.0,5.0,67.0,0.0,0.28,1.0,50.0,1.0,0.0,20.0,2.0,2.44444444444444,1.0,9.88888888888889,1.0,1.0,0.692307692307692,0.0,0.4,0.0,1.0,1.0,12.0,0.007117918580768157
1566,0.0,1.0,2.0,4.0,106.0,0.0,0.26,1.0,41.0,3.0,0.0,28.0,1.0,2.94736842105263,0.0,8.78947368421053,1.0,1.0,1.7,0.0,0.0,0.0,4.0,4.0,5.0,4.069891322588948e-05
1595,0.0,1.0,2.0,1.0,36.0,0.0,0.15,0.0,61.0,1.0,0.0,10.0,2.0,2.14285714285714,1.0,8.42857142857143,2.0,1.0,0.411764705882353,0.0,0.2,4.0,2.0,4.0,4.0,0.0015253377110466815
1598,6.0,1.0,11.0,5.0,406.0,3.0,0.27,2.0,73.0,1.0,0.0,54.0,2.0,5.96,0.0,11.8533333333333,2.0,1.0,0.895348837209302,0.0,0.4,0.0,4.0,2.0,6.0,8.354697878409922e-05
1609,0.0,1.0,7.0,0.0,21.0,7.0,0.16,0.0,82.0,1.0,2.0,19.0,1.0,4.33333333333333,1.0,4.33333333333333,1.0,1.0,0.5,0.0,0.428571428571429,0.0,5.0,0.0,5.0,0.0016812215162133048
