CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,CountDeclClassMethod,AvgLineComment,CountLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,CountDeclMethodPublic,RatioCommentToCode,AvgLineBlank,PercentLackOfCohesion,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,MaxNesting_Mean,Added_lines,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_COMMIT,MAJOR_LINE,target
0.0,0.0,1.0,0.0,0.0,0.0,21.31,1.0,0.0,0.0,1.66,2.66,0.0,0.0,1.34,0.66,0.0,1.0,1.34,1.34,0.67,0.34,1.0,0.0,32.31,1.0,0.0,1.66,1.0,0.0,0
1.65,2.43,2.0,8.84,0.35,3.96,184.61,5.16,0.69,8.77,25.32,0.65,0.65,78.65,2.73,1.04,21.31,1.65,6.79,0.65,2.91,1.0,1.0,0.81,74.82,0.55,0.0,3.31,3.0,3.61,0
0.0,0.0,1.64,0.0,0.0,3.78,47.67,2.29,3.22,3.86,6.15,0.52,1.42,43.14,3.64,0.0,13.49,1.0,4.76,2.78,9.18,7.34,1.36,0.68,145.72,0.28,0.0,3.07,3.64,2.29,1
0.13,0.0,1.87,0.87,2.28,1.13,61.87,4.46,0.0,7.79,10.8,0.38,0.87,86.61,3.6,0.0,5.2,1.0,2.87,0.27,5.14,1.0,1.0,0.68,310.07,0.41,0.0,1.13,2.87,2.73,1
0.0,0.0,1.0,0.0,0.0,3.95,221.39,1.0,0.0,0.0,29.64,1.38,0.0,0.0,1.99,1.0,25.66,1.0,5.38,0.01,3.43,1.97,1.0,0.12,453.52,0.26,0.0,2.99,3.96,0.99,0
0.0,0.0,1.0,0.52,0.0,0.48,21.48,1.52,0.0,0.52,4.07,2.01,0.0,9.85,2.04,0.96,4.66,1.0,14.74,13.53,1.71,0.52,1.0,0.35,12.33,0.65,0.0,1.0,2.04,0.52,0
0.0,0.0,1.0,0.02,0.0,0.0,21.09,1.0,5.89,1.98,0.15,0.45,0.0,25.78,1.02,0.0,2.95,1.02,8.2,0.98,2.63,0.98,1.0,1.1,1.56,0.01,0.0,2.98,0.04,1.0,0
0.0,0.0,1.0,0.77,0.0,0.0,25.09,1.0,0.0,0.77,6.63,1.11,0.0,52.5,1.77,0.23,0.0,1.77,0.81,0.23,0.79,0.0,1.0,0.23,73.92,0.61,0.0,2.0,1.77,0.77,0
1.85,0.0,1.0,0.31,0.0,0.85,29.92,1.15,0.46,0.46,9.62,0.27,0.85,12.93,3.0,0.0,6.39,1.0,3.09,2.54,6.51,0.85,1.0,0.07,143.14,0.95,0.0,1.0,1.15,0.15,0
0.0,1.83,1.0,0.0,0.78,4.44,38.67,1.0,0.0,1.94,1.17,3.94,0.0,12.83,0.39,1.22,0.78,0.39,2.52,1.61,1.56,0.39,1.0,0.93,34.78,0.81,0.0,1.0,1.39,0.78,0
0.11,0.05,1.0,0.95,0.0,0.05,23.42,1.05,0.0,0.05,6.05,0.38,1.95,96.45,2.05,0.0,1.21,1.95,0.63,0.0,4.03,1.95,1.0,1.45,119.07,0.35,0.0,1.05,2.95,1.95,0
3.33,0.0,1.0,2.67,1.67,2.5,133.4,3.67,0.0,6.0,13.49,0.68,1.67,65.62,1.33,0.0,9.0,1.0,3.32,1.0,4.29,1.0,1.0,0.98,412.3,0.68,0.0,1.83,2.17,0.17,0
3.81,0.0,1.0,6.37,0.6,2.11,102.71,1.7,0.0,4.21,10.12,0.62,0.0,80.67,1.7,0.0,14.33,1.7,4.48,1.0,3.66,1.3,1.0,0.57,24.56,0.26,0.0,1.7,3.51,2.81,1
0.0,0.0,1.0,0.53,0.0,1.4,39.94,1.0,0.0,1.6,8.19,2.71,0.0,24.99,0.53,0.94,1.87,1.06,1.64,1.06,1.58,0.53,1.0,0.46,68.87,1.0,0.0,1.47,1.0,0.0,0
0.0,0.0,0.93,1.46,0.0,0.93,39.6,1.93,0.0,3.73,11.2,0.66,0.0,59.75,1.93,0.93,5.6,1.0,2.41,0.0,2.33,0.93,0.0,0.5,160.69,0.22,0.0,1.07,4.87,2.93,0
1.8,0.4,1.0,1.8,0.0,3.6,100.06,1.0,2.4,4.2,10.21,2.55,0.6,53.44,1.2,2.0,3.6,0.6,2.53,0.4,2.0,0.4,1.0,0.74,29.82,0.8,0.0,1.0,1.6,1.4,0
0.0,0.27,1.0,0.95,0.0,1.05,23.87,1.0,0.95,3.22,4.73,0.22,3.78,42.04,2.89,0.0,13.35,1.0,4.48,0.16,7.02,0.16,1.0,0.87,174.91,0.63,0.0,1.16,1.89,1.0,0
0.0,0.0,1.0,0.46,0.0,0.0,23.39,1.0,0.0,0.46,4.78,1.74,0.0,28.69,1.46,0.54,0.0,1.46,0.62,0.0,0.73,0.0,1.0,0.14,57.99,0.77,0.0,2.0,1.46,0.46,0
1.32,0.0,1.0,1.88,1.12,4.0,118.36,1.0,4.56,3.64,11.39,0.75,0.44,85.64,2.0,96.75,5.44,1.0,11.88,1.12,2.85,0.56,1.0,1.1,104.5,0.73,0.0,1.56,2.56,1.56,0
10.61,1.49,2.01,1.77,0.0,1.49,31.68,1.0,1.75,6.52,2.52,0.29,1.49,72.29,1.75,0.0,14.21,1.25,3.7,1.0,6.5,1.0,1.0,1.54,44.64,0.55,0.0,1.76,3.24,3.24,0
0.0,0.0,1.0,0.0,0.0,1.87,28.24,1.0,0.37,2.88,4.13,1.24,0.0,23.19,1.37,0.75,1.25,1.0,5.23,2.0,1.94,1.0,1.0,0.91,20.15,0.37,0.0,1.0,0.37,0.0,0
0.0,0.0,1.0,0.0,0.0,4.43,28.43,1.0,0.34,2.57,2.23,0.43,7.08,51.03,3.0,0.34,11.97,1.0,5.9,3.66,19.26,17.82,1.0,0.74,11.51,0.49,0.0,3.34,3.11,2.77,0
0.45,0.0,1.0,2.1,0.0,2.7,82.13,1.45,0.0,2.25,10.2,0.41,0.45,80.6,2.0,0.0,10.3,1.0,3.99,1.0,7.02,1.0,1.0,1.45,19.81,0.17,0.0,2.55,1.8,3.6,0
0.0,0.0,0.72,1.41,0.0,0.0,16.84,1.0,0.0,0.0,0.72,2.03,0.0,0.0,1.0,2.16,2.16,1.0,0.72,0.72,0.72,0.72,0.72,0.0,19.41,0.72,0.0,1.0,0.72,0.0,0
0.0,0.0,1.63,1.37,0.37,8.17,151.12,1.73,3.17,4.0,9.63,0.74,0.0,77.8,2.0,0.0,7.2,2.27,3.67,1.0,4.17,1.0,1.0,1.54,424.88,0.38,0.0,2.1,3.37,2.73,0
0.6,0.0,0.6,1.98,0.0,0.0,22.02,1.0,0.0,1.21,3.62,1.32,0.0,34.42,1.0,0.0,2.42,1.0,1.29,0.0,1.38,0.6,0.6,0.2,0.0,0.0,0.0,1.6,0.0,0.0,0
0.46,0.0,1.0,1.0,0.23,1.7,59.18,2.23,0.0,5.62,13.16,0.43,0.23,68.87,2.0,0.77,10.18,1.23,2.69,0.0,2.84,1.0,0.23,0.71,172.57,0.25,0.0,1.23,5.0,3.23,0
4.99,3.9,1.0,1.5,0.6,3.6,208.41,1.3,0.3,4.5,8.99,5.03,0.2,9.59,0.1,2.6,4.0,0.2,2.58,1.0,1.41,0.9,1.0,0.11,57.74,0.97,0.3,1.0,1.1,3.2,0
0.0,0.0,1.0,0.0,0.89,0.89,31.86,1.0,0.89,2.66,8.1,0.27,0.67,49.7,2.89,0.0,14.66,1.0,4.47,1.45,7.74,2.24,1.0,1.18,6.33,0.56,0.0,2.78,2.78,5.44,0
0.0,0.55,1.0,0.0,0.0,0.0,18.71,1.0,0.0,0.0,0.9,3.0,0.0,0.0,1.0,0.45,0.0,1.0,1.0,1.0,0.23,0.0,1.0,1.23,14.93,0.45,0.0,2.0,0.45,0.0,0
1.9,0.0,1.05,0.95,0.95,4.19,123.36,2.9,0.0,10.47,16.47,0.56,0.95,80.92,1.95,1.15,22.85,2.1,3.07,0.05,3.88,0.95,1.0,1.3,188.51,0.44,0.0,2.0,4.86,3.81,0
0.0,1.57,1.0,3.66,0.0,1.51,25.61,1.78,0.22,8.63,5.71,0.35,0.22,59.41,1.78,0.0,6.28,1.0,5.72,0.86,2.98,1.22,1.22,0.9,48.7,0.74,0.0,3.57,1.78,0.78,0
0.0,0.0,1.0,2.13,0.0,0.0,21.3,1.0,0.0,0.0,4.3,0.37,0.87,87.0,2.0,0.0,2.7,1.43,0.78,0.57,7.01,1.43,1.0,1.56,46.53,0.14,0.0,2.13,1.3,0.87,0
0.0,0.0,1.0,0.96,0.0,0.29,26.33,1.0,0.0,0.96,7.75,0.96,0.0,65.19,1.96,0.12,0.04,1.96,1.32,0.41,0.88,0.04,1.0,0.29,82.44,0.48,0.0,2.04,1.92,0.96,0
0.0,0.0,1.0,0.52,0.0,6.78,39.97,1.0,0.0,1.55,6.16,0.96,0.48,24.24,1.0,0.0,1.45,1.52,6.44,5.87,2.14,1.48,5.36,1.89,100.82,0.76,0.0,1.48,1.97,0.97,0
1.98,0.0,0.99,1.07,0.99,3.96,125.24,2.98,0.0,10.89,16.83,0.55,0.99,84.17,1.99,0.0,23.77,1.99,3.02,0.0,3.91,0.99,0.99,1.29,189.84,0.43,0.0,2.0,4.98,3.98,0
0.0,0.0,1.74,0.74,0.0,1.0,48.99,3.95,0.0,6.64,7.9,0.7,1.0,73.78,3.21,0.0,4.43,1.26,1.84,0.0,4.13,0.74,1.0,0.46,260.35,0.43,0.0,1.26,2.74,2.21,0
0.4,0.4,0.2,0.0,0.0,0.2,33.7,1.2,0.0,2.38,4.96,5.69,0.0,17.07,2.2,2.18,1.19,1.0,2.55,0.2,0.54,0.0,0.2,0.16,5.37,0.93,0.0,1.2,1.4,1.0,0
4.46,0.0,1.0,2.79,0.0,0.0,31.59,1.0,0.0,5.02,14.93,0.55,0.0,51.83,2.56,0.0,16.49,1.0,1.95,0.44,4.15,2.77,1.44,0.71,367.81,0.96,0.0,1.0,1.56,0.56,0
2.0,8.84,1.77,0.0,0.0,1.77,66.33,1.23,0.7,22.37,6.23,0.23,2.3,74.28,2.0,0.23,14.51,1.0,9.52,0.77,5.07,1.0,1.0,1.64,12.91,0.69,0.0,1.0,1.77,1.77,0
0.0,0.0,1.0,0.0,0.0,0.0,19.09,1.0,0.0,0.0,1.0,1.52,0.0,0.0,0.97,0.17,2.97,1.94,0.09,0.09,1.97,1.97,1.0,0.0,3.97,1.0,0.0,2.0,1.0,0.0,0
0.12,0.0,0.04,7.8,0.0,0.16,52.12,1.0,0.16,0.28,0.67,4.21,0.04,3.53,1.04,0.08,0.24,1.0,0.14,0.0,0.11,0.0,0.04,0.05,71.09,0.51,0.0,1.96,2.96,1.96,0
1.12,0.0,1.12,10.8,0.0,2.8,110.74,1.0,0.0,3.36,9.52,2.37,0.56,44.25,1.0,0.0,12.32,1.56,4.22,0.56,1.36,0.56,0.56,0.32,66.4,0.54,0.0,3.12,3.0,3.68,0
1.94,1.94,1.0,0.0,0.0,0.97,83.14,1.97,0.17,11.71,24.27,0.39,0.0,84.23,2.94,10.68,5.91,1.0,12.73,1.0,2.72,0.03,1.0,0.79,22.33,0.65,0.0,2.03,2.91,1.0,0
0.0,0.84,1.0,0.0,0.58,0.84,27.0,1.0,0.84,2.1,1.0,1.73,0.84,28.62,1.42,0.0,7.58,1.0,3.08,2.16,4.1,1.58,1.0,0.6,2.95,0.17,0.0,1.58,1.68,1.68,0
0.0,0.0,1.0,2.28,0.0,1.2,27.47,1.0,0.0,0.0,3.72,1.63,0.0,58.45,1.52,0.96,3.04,0.76,2.24,0.76,7.33,1.0,1.0,1.21,0.24,0.24,0.0,3.24,0.24,0.24,0
0.0,0.0,1.0,0.0,0.0,0.13,23.2,1.0,0.0,1.73,2.0,1.82,0.13,0.0,1.0,2.6,0.0,2.0,4.76,3.46,1.73,0.87,1.0,0.0,6.09,0.93,0.0,3.73,1.13,0.87,0
0.0,0.0,1.0,0.61,0.0,0.8,21.6,1.0,0.0,0.0,2.2,3.0,0.0,15.54,1.2,1.6,0.81,1.0,21.75,21.75,2.28,0.2,1.0,0.32,2.39,0.8,0.0,1.4,0.8,0.0,0
0.0,0.0,1.0,0.99,0.0,0.0,19.33,1.17,0.0,0.5,1.99,1.25,0.0,10.28,1.5,0.0,3.0,1.83,0.45,0.0,2.24,1.83,1.0,0.05,41.3,0.9,0.0,2.17,1.5,0.17,0
0.0,0.0,1.96,0.0,0.0,1.92,56.51,2.92,5.04,5.84,8.64,0.42,0.0,65.31,3.88,0.0,10.68,1.0,4.24,1.0,4.77,1.96,1.0,0.52,214.03,0.24,0.0,2.04,3.84,2.92,0
0.0,0.0,3.33,2.33,1.0,4.32,37.28,1.0,0.0,0.0,1.66,1.24,0.66,33.24,1.0,0.0,2.34,1.67,2.77,1.99,1.67,1.67,3.33,0.8,64.49,0.83,0.0,2.0,1.66,0.66,0
2.46,0.0,1.0,2.46,0.0,7.07,139.91,1.0,3.28,5.74,14.29,2.67,0.82,72.94,1.64,3.62,4.92,0.82,3.26,0.36,2.19,0.0,1.0,1.01,41.78,0.68,0.0,1.18,2.0,1.0,0
0.0,0.0,1.0,1.81,0.91,4.54,82.13,2.81,0.0,3.63,8.26,0.76,0.56,67.13,2.0,0.0,11.09,1.0,3.49,1.37,4.84,2.02,1.0,0.58,295.81,0.4,0.0,3.72,3.72,3.72,1
7.01,0.0,1.78,1.0,3.12,0.0,44.94,2.78,9.35,25.16,21.03,0.14,0.22,85.48,2.22,0.0,17.88,2.0,4.7,0.0,4.81,0.22,1.0,1.25,38.1,0.87,0.0,2.22,1.44,0.44,0
19.04,0.0,2.81,3.17,0.0,0.0,17.92,1.0,0.45,4.99,4.27,1.34,0.0,38.53,1.0,0.55,1.36,1.45,2.89,1.0,2.56,0.45,1.0,0.85,89.85,1.0,0.0,2.91,1.0,0.45,0
0.0,0.0,1.0,0.18,0.0,0.0,19.18,1.18,0.0,0.18,2.06,1.48,0.18,11.66,1.35,5.76,5.36,2.0,1.25,0.82,2.38,1.82,1.0,0.11,10.71,0.89,0.0,2.18,1.35,0.35,0
0.02,0.0,1.0,0.0,0.0,4.9,31.84,1.0,0.98,1.02,1.1,2.43,0.0,1.11,1.98,1.96,0.08,1.0,4.45,1.96,1.03,1.0,1.0,0.74,52.95,0.98,0.0,1.02,0.98,0.0,0
0.8,0.0,1.0,0.6,0.4,0.6,50.27,1.6,2.4,7.0,6.19,0.39,0.4,62.18,2.6,2.4,5.0,1.0,4.78,1.0,5.6,1.0,1.0,0.74,140.97,0.49,0.0,5.2,3.6,0.8,0
0.0,0.0,1.0,0.0,0.0,4.78,89.17,1.0,0.0,0.0,11.29,4.72,0.0,0.0,0.44,3.34,5.74,0.22,6.0,0.0,1.54,1.22,1.0,0.03,102.04,0.83,0.0,3.78,1.66,1.0,0
9.07,0.0,10.07,2.65,0.0,13.19,170.1,1.0,0.0,9.24,2.23,0.27,0.0,81.79,2.0,0.0,0.82,1.18,3.7,2.47,5.05,0.82,1.0,3.0,15.28,0.09,0.0,2.0,0.35,0.18,0
0.0,0.0,0.26,1.52,0.0,0.0,20.0,1.0,0.0,0.0,0.79,0.47,0.0,20.19,1.26,0.0,1.05,1.0,0.26,0.26,2.45,0.26,0.26,0.42,0.74,0.74,0.0,3.74,0.74,0.74,0
7.34,0.0,7.67,0.67,0.0,10.01,130.11,1.0,0.0,8.01,1.0,0.81,0.0,58.05,1.67,1.0,1.67,1.0,3.17,2.33,4.45,1.0,1.0,2.48,8.98,0.33,0.0,1.67,0.33,0.67,0
0.0,2.63,1.0,0.0,0.0,4.54,38.0,1.0,0.73,1.83,0.37,4.15,0.73,24.88,0.73,1.27,6.59,0.37,1.81,1.0,2.98,0.37,1.0,0.52,2.56,0.15,0.0,1.63,1.46,1.46,0
0.0,0.17,1.0,0.83,0.0,3.31,25.94,1.0,0.0,1.66,2.49,1.32,0.0,36.45,1.83,0.0,0.83,1.83,4.04,3.49,1.66,0.83,1.0,1.05,0.0,0.0,0.0,2.0,0.0,0.83,0
0.0,0.0,1.0,1.79,0.0,3.66,48.63,1.0,2.24,4.48,4.58,2.55,0.0,38.95,0.45,3.69,3.0,0.45,2.31,1.0,1.67,0.55,1.0,0.22,97.16,0.3,0.0,1.0,0.9,0.45,0
1.75,4.37,0.87,1.01,0.0,0.87,70.71,1.87,2.62,14.85,6.11,0.94,0.0,54.16,1.87,0.87,2.62,1.0,3.91,0.0,3.19,0.87,0.87,0.83,14.35,0.94,0.0,1.13,1.25,1.13,0
0.69,3.47,1.35,0.0,0.0,0.69,35.93,1.0,3.92,9.64,2.08,0.35,1.04,43.41,1.35,0.0,8.21,1.0,9.28,1.0,3.65,1.0,1.0,1.37,5.21,0.21,0.0,2.31,0.69,1.35,0
0.32,0.0,1.0,0.68,0.0,0.0,21.95,1.68,0.0,1.32,6.0,0.57,0.0,31.01,2.37,0.0,7.42,1.0,2.96,0.68,2.66,1.0,1.0,0.56,14.36,0.23,0.0,1.32,2.05,0.68,0
0.97,4.84,1.48,0.52,0.0,0.97,41.31,1.52,0.0,12.14,6.52,0.25,1.97,71.81,2.52,0.0,19.55,1.52,6.61,0.48,4.8,1.0,1.0,1.21,28.92,0.5,0.0,2.03,2.52,2.0,0
0.0,0.0,1.83,0.83,0.36,1.54,31.69,1.0,0.0,3.53,5.64,0.55,0.24,44.46,1.0,0.0,1.88,1.0,5.98,2.47,2.32,1.0,1.83,1.17,22.03,0.06,0.0,1.12,0.36,0.24,0
0.0,0.63,1.0,0.0,0.0,10.2,40.05,1.0,0.63,1.58,1.0,1.06,1.32,21.51,1.32,0.0,7.75,1.0,7.85,7.15,3.58,1.68,7.15,2.5,52.81,0.47,0.0,1.68,3.32,2.63,0
0.97,0.97,1.0,0.0,0.52,0.48,50.96,1.48,0.0,5.81,12.62,1.59,0.0,41.65,1.97,5.33,2.91,1.0,7.78,2.03,2.35,1.03,1.0,0.38,11.14,0.32,0.0,2.0,1.45,0.48,0
0.6,0.0,1.0,0.6,0.0,5.6,115.07,1.6,0.0,2.99,13.78,2.56,0.6,50.9,1.2,1.6,10.78,0.6,7.05,0.6,2.92,1.0,1.0,0.75,26.75,0.63,0.0,2.8,2.8,5.19,0
0.04,0.0,1.0,0.04,0.0,0.05,23.65,1.0,0.05,0.09,1.2,0.47,1.0,1.13,1.01,0.03,4.03,1.99,4.98,4.94,7.93,7.9,8.9,1.0,3.58,1.0,0.0,1.0,1.01,1.0,0
0.49,0.0,1.0,0.51,0.0,0.0,24.51,1.0,0.0,1.49,7.02,0.68,0.0,59.56,1.51,0.0,1.95,1.51,1.43,0.0,1.63,0.49,1.0,0.32,44.58,0.26,0.0,2.0,1.02,0.51,0
0.03,1.07,1.0,0.0,0.0,2.97,22.88,1.02,0.05,0.29,0.12,5.41,0.0,1.05,0.03,1.98,0.05,0.02,1.06,0.98,1.04,1.0,1.0,0.02,1.08,1.0,0.0,1.0,1.0,1.98,0
0.0,0.66,1.0,0.0,0.0,2.37,33.9,1.0,0.0,1.97,6.66,2.26,0.0,35.51,0.66,2.03,0.0,1.32,3.76,0.66,1.58,1.0,1.0,0.72,1.66,1.0,0.0,3.34,1.0,1.66,0
0.22,0.78,1.0,0.44,0.0,0.0,26.4,2.0,0.65,3.0,8.31,0.47,0.0,37.86,2.22,0.0,4.62,1.0,2.42,0.0,2.28,0.78,1.0,0.1,28.42,0.54,0.0,2.56,2.78,0.22,0
0.0,0.0,1.0,0.0,0.0,4.8,26.48,1.0,0.0,0.0,1.31,2.13,2.74,0.0,2.06,0.31,12.33,0.69,4.27,4.11,11.96,11.96,1.69,0.69,5.69,0.54,0.0,4.06,2.37,0.69,0
2.62,0.13,1.0,10.48,12.23,7.12,649.71,2.75,7.86,3.87,55.93,2.05,0.0,88.95,1.0,6.24,20.1,2.87,19.97,0.13,1.9,0.13,1.0,0.34,355.85,0.58,0.87,4.75,3.62,8.99,0
0.0,0.0,1.0,0.62,0.0,1.92,27.69,1.0,0.0,0.62,5.31,1.99,0.0,41.87,1.23,1.0,3.0,1.23,2.23,0.38,1.77,1.0,1.0,0.0,55.41,0.31,0.0,1.0,1.23,0.62,0
0.74,0.0,1.0,0.74,0.0,4.44,122.21,1.74,0.0,3.7,14.33,1.0,0.74,62.95,2.0,0.0,13.33,1.0,6.18,1.26,3.37,1.0,1.0,0.93,40.63,0.54,0.0,1.74,3.22,5.93,0
0.0,0.46,1.0,1.63,0.0,0.0,18.18,1.0,0.0,0.0,1.63,1.65,0.0,41.93,1.54,0.0,2.18,1.0,1.0,1.0,5.08,0.54,1.0,1.9,0.0,0.0,0.0,2.54,0.0,0.0,0
0.85,0.0,1.0,1.69,0.0,0.0,32.1,1.85,2.54,2.54,11.17,0.53,0.0,71.18,2.69,0.46,12.32,1.0,2.35,0.15,2.94,0.15,1.0,0.38,14.29,0.72,0.0,1.0,1.85,0.85,0
0.0,0.0,1.0,0.31,0.0,0.0,19.62,1.31,0.0,0.31,2.56,1.33,0.0,5.93,1.62,4.81,4.19,1.69,1.73,1.0,2.26,1.69,1.0,0.21,9.31,0.79,0.0,1.69,1.62,0.31,0
0.19,1.34,1.19,3.42,0.19,2.0,108.18,3.3,4.42,10.77,15.14,0.69,0.0,85.27,1.96,6.23,6.26,1.0,4.21,0.81,2.75,0.19,1.0,0.64,194.35,0.63,0.0,1.19,2.19,1.0,0
0.76,0.0,1.0,0.24,12.94,1.52,62.06,1.0,0.0,0.24,14.09,0.53,0.0,16.24,1.24,0.0,0.24,1.24,4.16,1.52,1.99,0.76,1.0,0.94,115.6,0.5,0.0,2.0,2.0,1.0,0
0.0,0.24,1.0,0.76,0.0,0.0,20.95,2.0,0.0,1.47,7.0,0.39,0.76,56.27,2.76,0.0,16.49,1.76,2.42,0.0,3.63,1.0,1.0,0.46,39.86,0.42,0.0,3.0,3.0,1.53,0
0.0,1.52,1.0,0.0,0.0,0.96,68.79,1.76,0.0,8.37,12.5,0.5,0.0,47.17,2.0,0.24,12.3,1.0,4.34,0.0,3.2,1.24,1.0,0.54,131.08,0.57,0.0,3.76,2.48,1.0,0
0.0,0.0,1.0,1.24,0.62,3.1,63.58,2.24,0.0,2.48,6.34,1.42,0.0,45.93,1.62,0.38,6.83,1.0,2.45,1.0,2.74,0.62,1.0,0.4,215.6,0.59,0.0,3.24,2.86,2.48,0
0.0,0.0,1.0,0.0,0.0,0.0,24.23,1.0,0.0,3.24,7.27,0.45,0.0,29.91,1.76,0.0,2.51,1.0,4.67,1.49,2.49,1.25,1.0,0.84,46.34,0.1,0.0,1.51,1.01,0.0,0
0.0,0.16,1.0,0.0,0.0,0.0,19.79,1.16,0.0,0.47,1.94,1.31,0.0,3.94,1.16,0.0,2.84,1.84,0.37,0.0,2.0,1.84,1.0,0.0,8.56,0.92,0.0,2.16,1.31,0.0,0
0.6,0.0,1.0,0.45,0.3,0.45,42.24,1.45,0.0,1.06,3.96,2.44,0.3,11.33,1.0,0.85,1.36,1.0,0.93,0.15,1.12,0.15,1.0,0.16,102.17,0.96,0.0,2.0,1.15,0.0,0
0.0,0.0,1.0,0.0,0.0,8.8,32.08,1.0,0.0,0.0,1.0,0.86,3.23,0.0,2.49,0.0,14.15,1.0,7.03,7.03,13.15,13.15,4.05,1.51,23.47,0.38,0.0,4.23,3.0,1.26,0
0.0,4.69,1.0,0.0,0.0,2.06,39.13,1.0,0.0,6.56,0.31,1.1,0.0,56.22,0.94,0.13,2.13,0.94,3.94,2.81,4.17,2.81,1.0,0.67,0.25,0.06,0.0,3.87,0.06,0.94,0
3.7,0.0,1.41,0.41,2.23,0.59,41.4,1.82,5.52,14.92,15.57,0.17,0.0,70.38,2.59,0.0,15.82,1.41,4.79,0.59,6.3,0.59,1.0,1.38,19.33,0.71,0.0,2.59,2.18,3.53,0
5.77,0.0,6.24,1.43,8.9,8.67,134.52,1.0,0.0,5.24,8.85,0.38,0.0,40.98,1.48,0.0,0.48,1.0,4.81,2.48,3.96,1.0,1.0,2.25,64.38,0.26,0.0,2.0,1.05,0.52,0
1.08,2.7,1.0,0.0,0.0,2.84,63.41,1.54,1.62,9.17,6.54,2.85,0.0,33.46,1.08,2.38,1.62,0.54,5.25,0.0,2.43,1.0,1.0,0.51,3.7,1.0,0.0,2.38,1.0,1.0,0
3.17,0.24,1.0,1.0,0.24,4.55,147.62,4.17,0.0,7.42,25.04,0.4,1.24,85.0,2.24,0.0,21.14,1.24,6.85,0.76,4.35,1.0,1.0,1.1,72.98,0.4,0.0,2.48,4.0,7.03,0
0.33,0.67,1.0,0.33,0.0,1.97,62.61,1.33,0.0,1.64,6.24,2.31,0.33,27.9,1.33,0.0,5.91,1.0,3.18,1.0,1.38,0.33,1.0,1.93,14.44,0.12,0.0,2.0,1.31,2.63,0
0.0,0.0,0.64,3.5,0.0,0.0,30.65,1.64,0.0,0.64,3.85,1.85,0.0,12.21,2.28,0.0,5.78,1.0,2.14,0.64,1.82,0.64,0.64,0.43,39.24,0.39,0.0,1.36,3.0,1.36,0
0.0,0.0,1.0,0.1,0.0,0.0,27.8,1.0,3.6,1.9,2.6,0.51,2.7,66.2,2.0,0.0,7.2,1.1,1.43,0.9,2.34,0.9,1.0,1.04,117.5,0.35,0.0,1.1,2.9,2.8,0
4.54,0.85,1.0,0.0,1.27,2.27,66.29,1.0,0.0,0.42,10.69,0.27,1.42,18.22,3.0,0.0,6.69,1.0,3.05,1.73,6.55,1.0,1.0,0.25,114.88,0.79,0.0,2.27,1.42,2.12,0
0.0,0.0,1.06,0.06,0.0,0.62,32.16,1.0,0.31,0.25,2.49,2.62,0.0,4.93,1.06,0.94,0.31,1.12,1.18,1.0,0.73,0.06,1.0,0.13,60.65,0.96,0.0,1.94,1.12,0.12,0
2.89,0.58,1.0,0.58,1.15,1.15,53.63,2.15,0.0,2.89,6.77,0.99,0.0,45.02,2.15,2.96,13.54,2.0,2.49,0.42,3.7,1.42,1.0,0.36,68.07,0.92,0.0,2.58,1.58,0.0,0
1.11,1.11,1.0,0.45,0.0,0.55,56.06,2.0,0.0,7.1,16.99,0.37,0.45,77.1,3.0,6.1,12.68,1.45,8.22,0.55,3.36,0.45,1.0,0.7,31.46,0.55,0.0,2.45,3.0,1.45,0
36.03,0.0,4.43,6.0,0.0,0.0,14.85,1.0,0.86,10.0,6.86,0.08,0.0,78.18,1.0,0.0,2.86,1.86,5.25,1.14,4.68,1.0,1.0,1.74,133.82,0.86,0.0,3.57,0.86,0.86,0
1.93,6.19,2.0,1.0,1.35,1.77,210.24,11.84,3.16,16.09,39.14,0.33,0.0,79.51,5.54,2.65,19.65,1.12,5.4,0.0,3.96,0.88,1.0,1.27,91.81,0.56,0.0,2.0,2.77,0.88,0
0.0,0.0,1.18,0.18,0.0,1.76,48.62,1.0,0.88,0.71,2.59,1.33,0.0,14.1,1.18,0.0,3.35,2.18,0.68,0.18,2.39,1.82,1.0,0.36,88.27,0.89,0.0,1.82,1.35,0.35,0
0.0,0.0,1.0,0.57,0.0,0.43,19.7,1.57,0.0,0.57,4.26,0.97,0.43,10.75,2.13,0.0,5.09,1.43,1.89,0.57,1.6,0.57,1.0,0.38,28.82,0.41,0.0,1.43,2.57,0.57,0
0.0,0.0,0.59,2.03,0.0,0.0,20.19,1.0,3.56,1.19,0.0,1.12,0.0,14.84,1.0,0.0,1.78,1.0,4.95,0.59,1.58,0.59,0.59,0.66,0.0,0.0,0.0,2.19,0.0,0.59,0
0.0,1.84,1.0,0.0,0.0,1.84,36.91,1.0,2.08,5.16,1.23,0.37,1.84,67.3,2.08,0.23,16.91,1.0,3.35,1.0,6.91,1.0,1.0,1.37,10.66,0.4,0.0,1.39,4.0,3.77,0
