CountDeclMethodPrivate,CountDeclMethodDefault,AvgEssential,CountDeclClassVariable,AvgLineComment,CountDeclClass,CountDeclMethodProtected,CountDeclInstanceVariable,RatioCommentToCode,AvgLineBlank,CountDeclInstanceMethod,AvgCyclomaticStrict,MaxInheritanceTree,CountClassDerived,CountClassCoupled,CountClassBase,CountInput_Mean,CountInput_Min,CountOutput_Mean,CountOutput_Min,CountPath_Min,OWN_COMMIT,MINOR_COMMIT,MINOR_LINE,MAJOR_LINE,target
0.32,0.0,1.0,0.0,0.63,1.32,1.37,1.9,0.85,0.68,13.23,1.0,2.0,0.0,1.27,1.32,2.0,0.68,2.69,1.37,1.0,0.0,0.0,1.0,0.63,0
0.0,0.0,1.43,0.0,7.43,1.43,1.29,4.0,1.5,0.43,6.0,2.29,3.0,0.0,3.72,1.0,2.81,0.57,4.4,0.57,1.0,0.0,0.0,2.57,2.72,0
0.75,0.75,1.0,0.37,0.75,2.37,1.88,1.63,0.25,1.5,12.01,1.0,2.63,0.37,2.88,1.63,1.91,0.75,1.78,0.37,1.0,0.0,0.0,2.37,0.63,0
1.73,0.0,1.0,0.87,1.0,1.0,0.87,1.0,0.9,0.0,4.73,1.87,2.13,0.0,4.6,1.0,3.12,2.73,4.44,1.87,1.0,0.65,0.0,2.13,1.0,0
0.0,0.0,1.0,0.0,0.0,1.0,2.24,1.22,0.73,0.76,5.49,1.0,1.76,0.0,0.24,1.0,2.07,1.0,2.85,1.51,1.0,0.0,0.0,1.49,0.24,0
0.0,0.0,1.7,0.3,11.13,1.7,2.09,5.87,1.1,0.7,8.17,3.09,3.3,0.61,4.78,1.0,3.55,0.0,5.5,0.3,1.0,0.0,0.0,1.7,3.48,0
0.0,0.0,1.0,0.0,0.0,1.0,2.49,2.96,0.37,0.0,13.64,1.0,1.51,0.0,1.0,1.0,1.76,0.49,2.92,0.51,1.0,0.0,0.0,2.49,0.49,0
0.0,0.0,0.11,0.0,0.0,1.0,0.11,0.0,6.05,0.11,0.45,0.11,1.11,0.89,0.45,1.0,0.16,0.0,0.47,0.22,0.11,0.0,0.0,1.11,0.34,0
0.0,0.0,1.0,0.0,0.0,1.0,0.27,1.46,2.15,0.27,4.0,1.0,1.27,0.0,1.08,1.0,0.74,0.0,1.86,1.27,1.0,0.0,0.0,2.0,0.81,0
0.0,1.48,1.0,0.0,0.0,1.0,0.0,0.0,1.25,0.0,1.48,1.0,0.63,1.11,2.52,0.63,2.46,1.0,2.31,1.26,1.0,0.0,0.0,3.0,0.0,0
0.0,0.0,1.37,0.0,7.2,1.37,1.11,4.86,1.05,0.37,5.6,2.11,2.37,0.0,3.49,1.0,3.96,1.26,4.38,0.63,1.0,0.0,0.0,2.63,3.11,0
0.0,0.0,1.0,0.0,1.83,1.0,0.0,1.83,1.99,0.0,2.74,1.0,2.83,0.91,2.17,1.0,5.04,1.91,3.63,1.09,1.0,0.0,0.0,3.91,0.0,0
0.0,3.05,0.76,0.0,0.0,1.0,0.0,0.0,3.95,0.0,3.05,0.76,0.24,2.76,0.0,0.24,2.48,0.76,0.57,0.0,0.76,0.0,0.0,2.53,0.24,0
0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.27,0.0,0.9,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.1,1.1,1.0,0.0,0.0,1.0,0.0,0
0.8,0.0,1.0,0.8,2.61,1.0,0.39,2.0,0.96,0.8,11.21,1.8,2.0,1.57,2.8,1.0,2.29,0.2,2.27,1.0,1.0,0.0,0.0,1.2,2.61,0
0.0,2.0,1.0,0.0,1.5,1.0,0.0,0.75,1.57,0.0,8.0,1.75,1.5,1.75,0.75,0.75,6.94,1.5,1.88,0.75,1.0,0.0,0.0,3.5,0.75,0
0.46,0.0,1.0,0.23,0.23,1.0,0.23,0.23,3.26,0.0,1.92,1.23,3.54,0.0,1.15,1.0,0.75,0.69,1.85,1.23,1.0,0.17,0.0,1.23,1.0,0
1.0,1.77,1.0,1.77,0.0,2.77,0.0,7.07,0.33,0.0,12.25,2.23,1.41,5.23,1.18,1.59,3.48,0.41,1.93,1.41,1.0,1.0,0.0,1.0,0.59,0
0.0,0.0,0.16,0.0,0.0,1.0,0.0,0.0,5.64,0.0,28.52,0.16,1.32,0.84,0.32,1.0,0.16,0.0,0.33,0.0,0.16,0.0,0.0,1.16,0.48,0
1.13,0.0,1.0,0.26,1.74,2.26,0.64,6.13,0.77,0.0,29.97,1.13,2.0,0.0,4.77,2.0,2.09,0.0,2.6,0.13,1.0,0.0,0.0,1.39,1.74,0
0.0,0.0,1.0,0.0,0.12,1.0,0.0,1.37,1.42,0.0,2.61,1.0,1.25,0.12,1.88,1.88,4.16,3.0,2.47,1.88,1.0,0.0,0.0,3.12,0.37,0
0.0,0.0,1.0,0.0,2.94,1.0,2.0,0.09,5.09,0.0,2.03,1.0,2.97,0.0,1.97,1.0,1.47,0.97,1.59,1.0,1.0,0.0,0.0,1.03,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.68,2.18,0.0,2.02,1.0,2.98,0.0,0.66,1.0,1.49,1.32,1.66,1.66,1.0,0.0,0.0,2.0,0.0,0
0.39,0.39,1.13,0.64,1.64,1.64,0.77,1.55,0.75,0.13,3.35,1.26,2.0,0.26,2.39,1.13,0.74,0.0,4.0,3.61,1.0,0.0,0.0,2.74,0.39,0
5.88,0.0,1.97,5.82,2.97,1.0,0.0,2.97,0.75,0.97,14.68,3.03,1.03,0.0,1.0,1.0,4.31,1.03,3.68,1.06,1.0,0.97,0.0,2.97,2.91,0
0.0,0.0,1.0,1.88,0.0,1.0,0.0,0.12,0.54,0.0,8.38,1.0,4.0,0.25,3.75,1.0,3.26,0.88,2.39,1.0,1.0,0.0,0.0,2.75,0.0,0
0.0,0.81,1.0,0.0,0.81,1.0,0.19,5.67,0.58,0.19,12.91,1.81,1.19,0.0,8.86,1.0,2.86,0.81,3.61,1.19,1.0,0.81,0.0,2.81,3.0,0
0.02,0.0,1.0,0.02,0.0,1.02,3.02,5.02,0.4,0.0,7.13,1.01,1.01,0.0,1.07,1.01,2.29,0.99,3.0,0.01,1.0,0.0,0.0,3.01,0.99,0
7.76,0.0,2.94,0.0,0.97,1.0,1.94,2.97,0.21,0.97,17.58,3.94,1.0,1.94,4.97,1.0,6.45,0.06,3.75,1.0,1.0,0.73,0.0,2.03,0.03,0
0.01,0.0,1.0,2.99,2.99,1.0,0.0,1.0,0.57,0.0,0.02,2.0,1.0,0.0,0.02,1.0,2.86,1.01,3.86,1.0,1.0,0.0,0.0,1.0,2.0,0
0.0,0.09,1.0,0.0,0.0,1.0,0.0,3.66,1.04,0.0,10.15,1.0,0.91,5.57,0.91,0.91,17.21,1.83,1.75,0.91,1.0,0.0,0.0,4.83,0.0,0
0.0,0.0,1.0,0.0,0.47,1.0,0.0,1.47,0.84,0.0,8.36,1.0,2.0,0.77,0.47,1.77,2.7,1.23,2.0,1.0,1.0,0.0,0.0,2.23,0.47,0
0.52,0.0,1.0,16.18,1.9,1.0,0.0,1.9,1.28,0.0,4.9,1.0,3.05,0.0,2.52,1.0,1.52,0.52,2.32,0.52,1.0,0.0,0.0,1.48,0.0,0
17.76,0.0,1.8,0.2,0.61,1.0,1.4,2.4,0.11,0.61,25.75,3.0,2.6,0.0,13.78,1.2,4.28,1.2,6.56,1.61,1.0,0.9,0.0,3.4,1.0,0
0.34,0.0,1.0,0.0,1.33,1.0,0.0,0.66,1.19,0.0,6.32,1.66,2.67,1.33,1.67,1.0,6.81,1.66,2.67,1.0,1.0,0.0,0.0,2.99,0.66,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.19,0.81,0.0,9.43,1.0,2.19,0.81,0.76,1.81,2.41,1.0,1.65,1.0,1.0,0.0,0.0,2.19,0.0,0
0.0,0.0,1.0,0.0,0.54,1.0,1.38,4.46,0.63,0.0,7.0,1.0,2.08,0.54,1.0,1.0,3.9,2.08,2.61,0.54,1.0,0.0,0.0,3.54,2.08,0
2.36,0.18,1.0,1.54,1.72,2.44,2.8,4.25,0.82,0.0,16.36,2.0,2.0,0.36,5.36,1.54,3.24,2.46,4.42,1.82,1.0,0.61,0.0,1.82,1.0,0
0.0,0.0,1.39,1.21,0.0,1.0,0.0,0.0,0.64,0.0,6.64,1.39,4.0,0.0,5.57,1.0,4.91,1.39,2.86,1.39,1.0,0.0,0.0,3.39,0.0,0
0.0,0.0,1.54,15.56,1.83,1.0,0.0,1.83,0.77,0.0,4.83,1.54,3.08,0.0,5.25,1.0,4.43,1.08,2.58,1.08,1.0,0.0,0.0,3.08,0.0,0
0.0,1.77,1.0,0.0,0.56,1.0,0.0,0.0,1.74,0.0,1.77,1.0,1.11,1.33,1.11,0.56,1.44,0.44,2.56,2.23,1.0,0.0,0.0,3.0,0.0,0
0.0,0.0,1.0,0.0,0.37,1.0,0.0,1.49,0.82,0.0,4.49,2.88,3.0,0.37,0.37,1.0,3.02,1.75,1.69,1.0,1.0,0.63,0.0,2.12,1.12,0
0.0,0.0,1.0,0.0,0.0,1.99,0.0,3.49,0.59,0.0,7.47,1.0,1.0,0.0,1.01,1.0,2.01,1.5,1.7,1.5,1.0,0.0,0.0,2.0,0.0,0
0.52,0.0,1.0,0.0,0.97,1.0,0.0,1.45,1.34,0.0,3.0,1.0,3.03,0.0,2.52,1.0,2.97,1.48,3.13,1.0,1.0,0.0,0.0,1.97,0.97,0
1.31,0.09,1.09,0.52,0.0,1.87,1.22,0.35,0.01,0.0,5.11,1.26,1.0,0.17,3.76,1.17,0.34,0.0,1.53,0.91,1.0,0.95,0.09,1.17,0.61,0
2.4,0.0,1.4,2.4,1.2,1.0,0.6,2.4,0.5,0.4,10.8,2.4,1.6,0.0,5.8,1.0,2.58,1.0,3.12,1.0,1.0,0.4,0.0,3.0,2.4,0
0.62,0.04,1.04,0.25,1.92,1.41,0.58,1.12,0.87,0.0,9.64,2.08,1.96,2.0,2.73,1.08,9.03,1.92,2.57,0.96,1.0,0.02,0.04,3.96,1.25,0
0.0,3.58,1.0,0.0,0.0,1.0,0.21,0.0,2.81,0.0,3.89,1.0,0.53,2.68,0.32,0.11,3.01,0.89,0.74,0.0,1.0,0.0,0.0,2.79,0.0,0
0.3,0.0,1.0,0.0,0.6,1.3,1.4,2.51,0.5,0.0,23.31,1.0,2.0,0.0,1.9,1.3,1.48,0.0,2.73,0.7,1.0,0.0,0.0,1.7,0.6,0
0.0,0.0,1.0,0.88,0.88,2.41,0.0,4.54,0.25,0.0,8.49,1.29,1.0,0.0,0.0,1.0,1.54,1.0,1.84,1.0,1.0,0.0,0.0,1.71,0.59,0
2.18,0.39,1.78,0.39,1.78,1.78,0.0,0.78,0.17,2.22,4.35,3.61,1.39,0.0,5.57,1.39,3.24,1.22,5.17,1.61,2.22,0.61,0.0,2.78,0.0,0
0.0,0.0,1.0,0.0,0.68,1.0,0.0,0.0,0.76,0.0,0.96,1.96,2.32,0.0,1.36,1.0,0.53,0.32,3.15,3.04,1.0,0.32,0.0,2.36,0.0,0
0.0,0.0,1.0,0.0,0.35,2.29,0.35,4.94,0.4,0.0,10.23,1.0,1.0,0.0,0.35,1.35,1.25,1.0,1.25,1.0,1.0,0.0,0.0,2.0,0.0,0
0.83,0.0,1.41,2.48,0.83,3.0,0.41,1.17,0.26,0.0,6.11,2.41,1.59,0.0,15.33,2.59,4.12,0.0,3.84,1.0,1.0,0.75,0.0,2.24,2.48,0
1.34,0.0,1.0,0.0,2.0,1.66,0.0,4.62,0.61,0.0,21.71,2.03,2.0,0.0,2.97,1.66,16.88,0.69,3.07,1.03,1.0,0.0,0.0,1.34,1.31,0
0.0,0.0,1.0,0.0,0.75,1.0,0.5,0.0,0.28,0.0,1.75,1.0,2.0,0.0,1.5,1.0,0.31,0.0,1.12,1.0,1.0,0.25,0.0,1.0,0.0,0
0.97,0.97,1.32,24.62,4.65,2.62,1.94,6.59,0.78,0.32,13.15,1.65,2.0,0.65,2.97,1.32,2.55,0.0,2.16,0.32,1.0,0.0,0.0,1.68,0.97,0
0.0,2.41,1.0,0.4,0.0,1.0,0.0,0.4,2.05,0.0,4.0,1.0,1.59,2.6,0.8,0.4,3.05,0.6,1.55,0.4,1.0,0.0,0.0,2.2,0.0,0
0.0,0.0,1.0,0.0,1.84,1.0,1.23,0.77,3.5,0.0,3.93,1.0,3.0,0.0,2.77,1.0,2.02,1.0,1.47,1.0,1.0,0.0,0.0,1.77,0.0,0
0.0,0.0,1.0,0.0,0.41,1.0,1.19,0.0,0.83,0.0,2.38,1.0,2.0,0.0,2.19,1.0,0.74,0.0,1.7,1.41,1.0,0.59,0.0,1.0,0.0,0
1.39,0.0,1.0,0.7,0.7,1.0,0.7,1.0,0.79,0.0,6.52,1.7,2.0,0.3,3.48,1.3,2.99,2.39,3.8,1.7,1.0,0.52,0.0,2.0,0.7,0
0.0,0.0,1.0,0.76,0.71,1.0,0.48,0.76,1.84,0.0,5.05,1.0,3.0,0.0,3.52,1.0,3.15,1.0,1.88,1.0,1.0,0.0,0.0,2.52,0.76,0
0.25,0.0,1.0,0.75,0.0,1.0,0.0,0.75,0.9,0.0,3.75,1.0,4.0,1.51,2.25,1.0,2.57,0.25,2.87,1.0,1.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,1.9,1.0,1.27,0.37,3.93,0.0,2.0,1.0,2.27,0.0,2.0,1.37,2.41,1.73,1.87,1.37,1.0,0.0,0.0,1.73,0.0,0
0.96,0.0,1.96,0.0,0.11,2.92,1.04,2.89,0.55,0.0,7.77,1.96,3.96,0.0,3.92,1.96,1.86,0.04,2.46,0.04,1.0,0.0,0.0,1.96,1.92,0
3.23,0.09,2.0,6.0,1.81,3.76,2.23,0.38,0.23,0.0,6.37,3.09,1.0,0.19,31.23,2.09,6.95,0.0,4.59,0.91,1.0,0.4,0.09,3.91,6.09,0
15.99,0.82,1.73,0.27,0.0,1.0,0.73,1.73,0.05,0.0,23.35,2.45,2.73,0.0,11.63,1.27,2.99,0.73,4.62,1.0,1.0,0.73,0.0,2.73,1.27,0
0.0,2.44,1.0,0.0,1.17,1.0,0.78,0.0,3.91,0.0,3.22,1.0,1.17,1.83,0.78,0.39,2.57,1.0,1.04,0.39,1.0,0.0,0.0,2.22,0.0,0
0.0,0.0,1.0,0.76,0.24,4.05,1.0,6.81,0.38,0.0,16.15,1.0,2.53,1.53,5.58,2.0,2.05,0.24,2.74,0.24,1.0,0.0,0.0,2.0,0.0,0
0.46,0.0,1.0,0.0,0.54,1.0,1.08,3.0,0.36,0.0,103.54,1.46,1.54,0.0,1.0,1.46,1.55,0.46,4.36,1.46,1.0,0.0,0.0,1.54,1.38,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.15,0.26,0.0,1.04,1.15,1.15,0.15,3.55,1.0,1.94,0.85,3.08,1.85,1.0,0.0,0.0,2.85,0.0,0
0.0,0.0,1.0,0.0,0.19,1.0,1.81,0.57,1.15,0.0,3.76,1.0,4.24,0.0,2.62,1.19,1.14,0.19,0.86,0.19,1.0,0.0,0.0,1.19,0.0,0
0.0,0.0,1.0,0.0,1.87,1.0,0.0,0.87,0.8,0.0,7.08,1.87,2.0,1.74,1.0,1.0,8.04,1.74,2.19,1.0,1.0,0.0,0.0,3.61,0.87,0
0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.01,0.81,0.0,3.0,2.0,4.0,0.0,7.98,1.0,7.31,2.0,3.66,2.0,1.0,0.0,0.0,4.0,0.0,0
0.0,0.0,1.0,0.0,2.26,1.0,1.75,0.0,4.29,0.25,2.49,1.0,2.75,0.0,2.49,1.0,1.48,0.75,2.17,1.25,1.0,0.0,0.0,1.25,0.74,0
0.0,0.0,1.0,0.0,1.99,1.0,1.66,0.67,3.57,0.0,4.01,1.34,2.66,0.0,4.35,1.0,1.75,1.0,1.92,1.0,1.0,0.0,0.0,1.67,0.67,0
0.0,2.86,1.0,0.95,0.05,1.0,0.0,1.0,0.1,0.0,3.0,1.0,2.05,0.0,0.09,1.95,1.84,0.05,2.35,1.0,1.0,0.0,0.0,2.05,1.95,0
0.0,0.0,1.0,0.0,0.0,1.0,1.57,0.21,1.13,0.0,4.5,1.0,4.36,0.21,2.36,1.21,1.28,0.21,0.89,0.21,1.0,0.0,0.0,1.21,0.0,0
0.0,0.0,1.0,0.0,0.54,1.0,0.0,0.82,1.04,0.0,2.64,1.0,1.54,0.0,1.64,1.0,2.46,1.64,2.15,1.82,1.0,0.0,0.0,2.18,0.0,0
3.7,0.0,1.0,0.0,0.0,1.18,2.18,0.88,0.51,0.35,8.41,1.71,1.82,0.0,6.0,1.18,1.83,0.0,2.37,0.82,1.0,1.0,0.0,1.0,0.18,0
2.3,0.15,1.85,5.7,2.45,3.91,2.51,2.87,0.35,0.0,11.97,2.85,1.15,0.3,26.53,2.3,6.62,0.0,4.15,1.0,1.0,0.34,0.0,3.55,5.25,0
0.0,0.08,1.0,0.92,0.08,1.0,0.0,1.51,0.75,0.0,6.76,1.08,2.83,0.0,4.51,1.0,3.63,1.0,2.12,1.0,1.0,0.08,0.0,3.0,1.17,0
0.0,0.0,1.39,0.0,6.83,1.39,2.39,4.94,0.9,0.39,5.72,2.17,2.39,0.0,2.94,1.0,1.72,0.0,5.46,0.61,1.0,0.0,0.0,2.0,1.94,0
0.0,0.0,1.0,0.0,0.16,2.89,0.0,5.67,0.17,0.0,11.4,1.0,1.16,0.0,0.0,1.0,0.95,0.95,1.0,1.0,1.0,0.0,0.0,2.05,0.0,0
0.67,0.0,1.0,0.0,0.0,1.0,0.67,2.0,0.31,0.33,149.52,1.67,1.33,0.0,0.67,1.67,2.65,1.0,3.6,2.0,1.0,0.0,0.0,1.0,2.0,0
0.61,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.34,0.0,2.83,2.83,1.61,4.27,0.0,1.0,2.13,0.61,1.91,1.61,1.0,1.0,0.0,1.0,0.0,0
0.0,0.0,1.0,23.67,2.79,1.0,0.0,3.39,1.28,0.0,6.09,1.0,1.7,0.0,1.39,1.0,0.85,0.0,1.2,0.3,1.0,0.0,0.0,2.0,0.0,0
0.37,0.0,1.37,0.0,0.0,1.75,0.37,1.12,0.3,0.0,113.63,1.37,3.37,0.0,2.75,1.37,1.33,0.0,2.21,0.0,1.0,0.0,0.0,2.0,2.63,0
1.93,0.0,1.96,5.79,2.04,2.93,1.04,0.0,0.41,0.0,2.0,2.93,1.07,0.0,29.02,1.96,7.06,0.04,4.23,1.0,1.0,0.39,0.0,3.89,5.79,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.41,0.39,0.0,7.03,1.0,1.0,3.62,0.6,1.0,11.35,1.21,1.55,1.0,1.0,0.4,0.0,3.41,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.99,0.94,0.0,3.04,1.01,4.97,0.01,1.99,1.0,1.34,0.99,2.33,1.0,1.0,0.0,0.0,2.99,0.0,0
0.01,0.0,1.0,1.99,0.01,1.01,0.0,0.04,0.53,0.0,9.14,1.0,3.99,0.0,4.0,1.01,3.32,0.99,2.33,0.99,1.0,0.0,0.0,2.99,0.01,0
2.0,0.0,1.62,3.73,2.0,2.24,0.62,0.76,0.19,0.0,2.76,3.38,1.38,0.0,19.03,1.62,21.63,0.76,4.3,1.76,1.0,0.25,0.0,3.24,3.73,0
0.0,0.0,1.0,0.65,0.69,1.0,0.0,0.65,1.13,0.0,4.61,1.0,2.65,0.0,3.31,1.0,3.78,1.0,2.52,1.35,1.0,0.0,0.0,2.65,1.0,0
3.22,2.57,1.21,2.07,0.0,3.14,3.0,1.64,0.04,0.0,12.65,1.64,1.79,0.43,9.22,2.21,2.28,0.0,3.34,0.79,1.0,0.09,0.21,2.21,3.07,0
0.97,0.0,1.0,0.49,0.49,1.0,0.49,1.51,0.64,0.0,4.49,2.0,1.49,0.0,4.49,1.0,3.27,2.49,4.22,1.49,1.0,0.36,0.0,2.51,1.0,0
0.0,0.0,1.0,0.0,0.79,1.0,0.0,0.0,0.99,0.0,1.0,1.0,2.43,0.0,0.79,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.21,0
0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.72,0.0,0.43,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.57,1.57,1.0,0.0,0.0,1.0,0.0,0
0.88,0.0,1.44,3.21,0.88,1.88,0.44,0.0,1.28,0.0,2.0,1.88,2.12,0.0,13.81,1.44,3.21,0.0,2.19,0.44,1.0,0.18,0.0,2.88,2.65,0
3.41,0.85,2.7,0.85,2.56,2.7,0.0,1.85,0.48,0.85,7.26,2.7,1.85,0.0,7.11,1.85,3.08,0.3,3.22,1.15,1.0,0.0,0.0,3.7,0.0,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.19,0.47,0.0,6.44,2.0,1.81,0.81,1.56,1.0,1.88,0.37,2.56,1.0,1.0,0.0,0.0,2.19,0.19,0
0.0,0.0,1.0,0.52,0.0,3.06,0.52,4.61,0.51,0.0,11.73,1.97,3.0,1.03,3.61,1.52,2.32,0.48,2.42,0.48,1.0,0.48,0.0,1.52,0.0,0
0.27,0.0,1.0,0.0,0.54,1.27,0.0,1.61,0.42,0.0,137.86,1.0,2.73,0.0,2.54,1.27,1.27,0.0,2.14,0.0,1.0,0.0,0.0,1.73,2.73,0
0.28,0.0,1.0,0.0,1.28,1.28,0.0,1.65,0.77,0.0,8.53,1.0,2.0,0.0,2.55,1.28,0.55,0.0,3.57,2.9,1.0,0.0,0.0,2.45,0.55,0
0.0,0.0,1.0,0.0,0.23,1.0,0.0,0.23,1.04,9.98,1.46,1.0,3.77,0.0,12.75,1.0,6.61,6.37,18.28,17.89,1.0,0.0,0.0,2.23,1.0,0
0.0,0.0,1.0,0.27,0.86,1.0,1.73,2.59,0.63,0.0,3.82,1.0,2.27,0.0,1.41,1.0,0.74,0.14,4.35,1.0,1.0,0.0,0.0,2.14,0.0,0
0.0,2.84,1.0,0.0,0.0,1.0,0.0,0.0,2.21,0.0,54.05,1.0,0.87,2.13,0.58,0.29,2.6,0.71,1.12,0.0,1.0,0.0,0.0,2.71,0.87,0
0.0,0.0,1.0,0.0,1.36,1.0,0.91,1.09,2.84,0.0,4.73,1.0,3.0,0.0,3.09,1.0,2.24,1.0,1.46,1.0,1.0,0.0,0.0,2.09,0.0,0
0.0,0.0,1.0,0.0,2.2,1.0,1.47,0.0,4.14,3.45,1.73,1.0,3.27,0.0,5.71,1.0,3.22,2.86,7.2,6.83,1.0,0.0,0.0,1.27,0.27,0
0.0,0.0,1.0,0.0,0.17,1.0,0.34,2.17,0.53,0.0,3.83,1.83,1.17,0.0,3.49,1.0,2.75,1.66,3.91,1.0,1.0,0.0,0.0,2.83,0.83,0
0.0,2.95,1.0,1.0,0.0,1.0,0.0,0.98,0.06,0.0,2.98,1.0,2.02,0.0,0.02,1.98,1.8,0.0,2.3,0.98,1.0,0.0,0.0,2.0,1.97,0
0.91,0.0,1.0,0.91,3.0,1.0,2.73,3.65,0.35,2.73,4.65,2.82,1.27,0.0,4.56,1.91,6.99,1.82,9.96,3.73,1.0,0.46,0.0,4.82,0.91,0
0.28,0.0,1.0,0.72,0.0,1.0,0.0,1.57,0.57,0.0,67.11,1.28,2.43,0.0,3.15,1.28,3.47,1.0,2.57,1.28,1.0,0.0,0.0,2.43,1.57,0
0.88,2.64,1.0,2.64,0.0,3.64,0.0,10.8,0.26,0.0,16.2,1.0,1.48,3.52,2.0,1.88,3.22,0.12,1.62,1.0,1.0,0.88,0.0,1.24,0.88,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.32,0.0,1.08,1.0,1.08,0.0,0.08,1.0,0.04,0.0,1.08,1.08,1.0,0.92,0.0,1.0,0.08,0
0.0,0.0,1.0,0.0,1.89,1.0,0.0,2.89,0.9,0.0,3.0,1.0,1.94,0.0,2.0,1.0,3.94,2.0,2.97,1.06,1.0,0.0,0.0,2.94,1.89,0
0.0,0.0,1.0,0.0,0.0,1.0,1.23,0.0,1.05,0.77,3.23,1.0,2.0,0.0,3.0,1.0,1.57,0.0,2.4,1.77,1.0,0.23,0.0,1.77,0.77,0
1.24,1.62,1.0,0.62,1.24,2.24,0.0,0.62,2.18,2.48,1.62,1.0,1.24,1.0,0.62,0.62,2.01,1.24,1.39,0.62,1.0,0.0,0.0,3.0,0.0,0
0.0,0.0,1.0,0.0,0.35,1.0,0.0,0.35,1.88,0.0,1.71,1.0,3.65,0.0,1.35,1.0,2.0,1.65,2.24,1.65,1.0,0.0,0.0,2.35,0.35,0
0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.61,2.19,0.0,3.8,1.59,1.39,0.0,0.0,1.0,0.73,0.2,1.07,1.0,1.0,0.2,0.0,1.8,0.0,0
0.0,0.0,0.55,0.0,0.0,1.0,0.0,0.55,3.63,0.0,2.18,1.64,2.09,0.91,0.0,1.0,1.36,0.55,0.95,0.55,0.55,0.55,0.0,1.0,0.45,0
0.0,3.78,1.0,0.0,2.27,1.0,0.76,0.98,0.71,0.0,28.38,1.76,1.0,2.98,3.27,1.0,6.58,0.49,2.58,1.0,1.0,0.0,0.0,1.98,2.27,0
0.0,3.98,1.0,0.0,0.0,1.0,0.0,0.01,2.99,0.0,4.0,1.0,0.0,2.99,0.02,0.0,3.25,1.0,0.76,0.0,1.0,0.0,0.0,3.0,0.0,0
2.03,2.03,1.68,3.38,4.71,4.38,4.06,8.76,1.3,0.68,18.56,2.35,2.32,1.68,4.03,1.68,5.63,0.65,3.89,1.0,1.0,0.0,0.0,1.97,2.03,0
1.17,0.0,1.0,0.0,1.17,1.0,0.83,1.17,0.57,0.0,3.58,2.75,3.25,0.0,1.83,1.0,26.85,1.17,2.76,1.75,1.0,0.0,0.0,1.58,0.0,0
1.42,1.42,1.0,0.71,1.42,2.42,0.0,0.71,0.64,3.42,2.0,1.0,2.0,0.71,2.17,1.0,2.3,1.42,3.49,2.46,1.0,0.0,0.0,3.0,0.88,0
7.57,4.47,1.5,3.03,0.0,6.05,7.07,2.02,1.83,0.0,28.2,2.51,0.5,1.5,21.71,1.51,1.99,0.0,3.74,0.0,1.0,0.21,0.5,2.5,3.53,0
0.0,0.0,1.0,0.0,1.61,1.0,0.0,1.81,1.95,0.0,3.0,1.0,2.61,0.81,2.0,1.0,4.88,2.0,3.42,1.19,1.0,0.0,0.0,3.61,0.0,0
0.21,0.0,1.0,1.79,0.63,1.0,0.0,0.42,0.6,0.21,9.63,1.21,3.58,0.0,3.79,1.0,3.05,0.79,2.36,1.0,1.0,0.0,0.0,2.58,0.63,0
0.0,0.0,1.0,0.0,1.07,1.0,1.36,1.29,2.1,0.0,5.86,1.64,2.36,0.0,6.51,1.0,1.98,1.0,2.3,1.0,1.0,0.0,0.0,2.29,1.29,0
0.0,0.0,0.76,0.0,0.0,1.0,0.0,0.0,4.43,0.0,1.15,0.76,2.15,0.62,3.06,1.0,2.8,0.76,1.4,0.76,0.38,0.0,0.0,2.15,0.0,0
0.95,0.0,1.0,0.0,1.89,1.95,0.0,5.73,0.9,0.0,29.46,1.0,1.95,0.0,3.89,2.0,2.11,0.16,2.45,0.11,1.0,0.0,0.0,1.11,1.89,0
19.33,0.24,1.0,0.08,0.0,1.92,2.76,4.68,0.07,1.84,26.93,4.68,1.08,0.0,18.41,2.0,4.3,0.0,6.12,0.08,1.0,0.92,0.0,1.08,1.08,0
0.0,0.0,1.88,0.25,0.0,1.0,0.0,0.0,0.78,0.0,3.74,1.88,4.0,0.0,7.51,1.0,6.84,1.88,3.5,1.88,1.0,0.0,0.0,3.88,0.0,0
